feature,feature_label,importance
slope,Slope (°),0.003315900738515143
tpi_50px,TPI 50px (5 m),0.07066620296055325
tpi_250px,TPI 250px (25 m),0.8725001616597494
tpi_500px,TPI 500px (50 m),0.19681822288972475
wi_E,WI E (90°),0.10968162796090382
wi_SE,WI SE (135°),0.009002108428180111
dr_E,Dir. Relief E,0.4539577995072569
dr_SE,Dir. Relief SE,0.38067876285379243
dr_SW,Dir. Relief SW,0.16999774829428244
dr_W,Dir. Relief W,0.17382863445618899
