feature,feature_label,importance
slope,Slope (°),0.0014091406437600762
tpi_50px,TPI 50px (5 m),0.06652247560046981
tpi_250px,TPI 250px (25 m),0.6713115212864522
tpi_500px,TPI 500px (50 m),0.0770748400176448
wi_E,WI E (90°),0.1866246145681659
wi_SE,WI SE (135°),0.0024268161085972406
dr_E,Dir. Relief E,0.500387381859074
dr_SE,Dir. Relief SE,0.14536067568891925
dr_SW,Dir. Relief SW,0.18342016869373015
dr_W,Dir. Relief W,0.38816732758844996
