feature,feature_label,importance
slope,Slope (°),0.003716928991310631
tpi_50px,TPI 50px (5 m),0.042082702612953805
tpi_250px,TPI 250px (25 m),0.5604374175253717
tpi_500px,TPI 500px (50 m),0.054624839298964056
wi_E,WI E (90°),0.12162584307097805
wi_SE,WI SE (135°),0.0528332865261388
dr_E,Dir. Relief E,0.3984689833053057
dr_SE,Dir. Relief SE,0.20658023921403865
dr_SW,Dir. Relief SW,0.21279040756930798
dr_W,Dir. Relief W,0.5109882410218656
