feature,feature_label,importance
slope,Slope (°),0.006344773103035728
tpi_50px,TPI 50px (5 m),0.05476671314347762
tpi_250px,TPI 250px (25 m),0.9332576718489178
tpi_500px,TPI 500px (50 m),0.08112649424622727
wi_E,WI E (90°),0.12680574088601299
wi_SE,WI SE (135°),0.07088149020377643
dr_E,Dir. Relief E,0.2019422965792342
dr_SE,Dir. Relief SE,0.2955575235741891
dr_SW,Dir. Relief SW,0.6262923544599426
dr_W,Dir. Relief W,0.2678859852390703
