feature,feature_label,importance
slope,Slope (°),0.009434125758901268
tpi_50px,TPI 50px (5 m),0.10373901991445902
tpi_250px,TPI 250px (25 m),0.34845858260396795
tpi_500px,TPI 500px (50 m),0.058649912764050426
wi_E,WI E (90°),0.49087736005124133
wi_SE,WI SE (135°),0.10091098403792417
dr_E,Dir. Relief E,0.22245548596619996
dr_SE,Dir. Relief SE,0.22463569251895749
dr_SW,Dir. Relief SW,0.29432237872676925
dr_W,Dir. Relief W,0.10634836947776079
