feature,feature_label,importance
slope,Slope (°),0.003334326215474126
tpi_50px,TPI 50px (5 m),0.10130907344335778
tpi_250px,TPI 250px (25 m),0.5668439535409824
tpi_500px,TPI 500px (50 m),0.10429148433301394
wi_E,WI E (90°),0.11412566012807557
wi_SE,WI SE (135°),0.007160500458378571
dr_E,Dir. Relief E,0.23920677543396085
dr_SE,Dir. Relief SE,0.2878728263345753
dr_SW,Dir. Relief SW,0.1908146479645839
dr_W,Dir. Relief W,0.6718629415870527
