feature,feature_label,importance
slope,Slope (°),0.0054230186425567985
tpi_50px,TPI 50px (5 m),0.04665243397249012
tpi_250px,TPI 250px (25 m),0.4842938767399826
tpi_500px,TPI 500px (50 m),0.06024721423259659
wi_E,WI E (90°),0.4746724776043102
wi_SE,WI SE (135°),0.04567733738399338
dr_E,Dir. Relief E,0.22396149697916376
dr_SE,Dir. Relief SE,0.20755634753025903
dr_SW,Dir. Relief SW,0.2314539709276442
dr_W,Dir. Relief W,0.1640085751435986
